Saison 64; Spieltag 1; Saarbruecken;0;2; 1. FC Koeln
Saison 96; Spieltag 20; Kaiserslautern;0;0; Pauli
Saison 96; Spieltag 20; Leverkusen;0;0; Gladbach
Saison 96; Spieltag 20; Dortmund;1;2; Rostock
Saison 96; Spieltag 20; Freiburg;2;1; VfB Stuttgart
Saison 96; Spieltag 20; Karlsruhe;1;1; Bremen
Saison 96; Spieltag 20;1860;3;1; Frankfurt
Saison 96; Spieltag 20; Fortuna Duesseldorf;2;0; Schalke
Saison 96; Spieltag 20; Uerdingen;1;6; Bayern
Saison 96; Spieltag 20; Hamburg;0;0; 1. FC Koeln
Saison 96; Spieltag 21; Bremen;1;0; Uerdingen
Saison 96; Spieltag 21; Schalke;3;0; Hamburg
Saison 96; Spieltag 21; 1. FC Koeln;0;1; Karlsruhe
Saison 96; Spieltag 21; Gladbach;2;2; Dortmund
Saison 96; Spieltag 21; VfB Stuttgart;2;0; Kaiserslautern
Saison 96; Spieltag 21; Bayern;4;2;1860
Saison 96; Spieltag 21; Frankfurt;0;1; Freiburg
Saison 96; Spieltag 21; Rostock;0;0; Fortuna Duesseldorf
Saison 96; Spieltag 21; Pauli;2;1; Leverkusen
Saison 96; Spieltag 22; Leverkusen;0;0; VfB Stuttgart
Saison 96; Spieltag 22; Hamburg;4;1; Fortuna Duesseldorf
Saison 96; Spieltag 22; Kaiserslautern;1;1; Frankfurt
Saison 96; Spieltag 22; Freiburg;3;1; Bayern
Saison 96; Spieltag 22; Dortmund;1;0; Pauli
Saison 96; Spieltag 22;1860;1;1; Bremen
Saison 96; Spieltag 22; Uerdingen;1;1; 1. FC Koeln
Saison 96; Spieltag 22; Karlsruhe;0;1; Schalke
Saison 96; Spieltag 22; Gladbach;3;2; Rostock
Saison 96; Spieltag 23; 1. FC Koeln;2;0;1860
Saison 96; Spieltag 23; Bremen;0;2; Freiburg
Saison 96; Spieltag 23; VfB Stuttgart;0;5; Dortmund
Saison 96; Spieltag 23; Frankfurt;1;1; Leverkusen
Saison 96; Spieltag 23; Bayern;2;0; Kaiserslautern
Saison 96; Spieltag 23; Pauli;0;2; Gladbach
Saison 96; Spieltag 23; Schalke;1;1; Uerdingen
Saison 96; Spieltag 23; Fortuna Duesseldorf;2;0; Karlsruhe
Saison 96; Spieltag 23; Rostock;2;0; Hamburg
Saison 96; Spieltag 24; Karlsruhe;3;1; Hamburg
Saison 96; Spieltag 24;1860;1;1; Schalke
Saison 96; Spieltag 24; Leverkusen;1;2; Bayern
Saison 96; Spieltag 24; Kaiserslautern;0;0; Bremen
Saison 96; Spieltag 24; Dortmund;6;0; Frankfurt
Saison 96; Spieltag 24; Freiburg;2;0; 1. FC Koeln
Saison 96; Spieltag 24; Uerdingen;1;3; Fortuna Duesseldorf
Saison 96; Spieltag 24; Pauli;3;2; Rostock
Saison 96; Spieltag 24; Gladbach;1;1; VfB Stuttgart
Saison 96; Spieltag 25; Hamburg;0;0; Uerdingen
Saison 96; Spieltag 25; 1. FC Koeln;0;1; Kaiserslautern
Saison 96; Spieltag 25; VfB Stuttgart;1;1; Pauli
Saison 96; Spieltag 25; Frankfurt;0;2; Gladbach
Saison 96; Spieltag 25; Bayern;1;0; Dortmund
Saison 96; Spieltag 25; Schalke;3;0; Freiburg
Saison 96; Spieltag 25; Rostock;1;1; Karlsruhe
Saison 96; Spieltag 25; Bremen;2;1; Leverkusen
Saison 96; Spieltag 25; Fortuna Duesseldorf;1;1;1860
Saison 96; Spieltag 26; VfB Stuttgart;1;1; Rostock
Saison 96; Spieltag 26; Uerdingen;2;3; Karlsruhe
Saison 96; Spieltag 26; Kaiserslautern;0;0; Schalke
Saison 96; Spieltag 26; Pauli;2;1; Frankfurt
Saison 96; Spieltag 26; Freiburg;1;1; Fortuna Duesseldorf
Saison 96; Spieltag 26;1860;5;0; Hamburg
Saison 96; Spieltag 26; Dortmund;1;1; Bremen
Saison 96; Spieltag 26; Leverkusen;1;2; 1. FC Koeln
Saison 96; Spieltag 26; Gladbach;3;1; Bayern
Saison 96; Spieltag 27; 1. FC Koeln;0;0; Dortmund
Saison 96; Spieltag 27; Schalke;1;1; Leverkusen
Saison 96; Spieltag 27; Frankfurt;2;2; VfB Stuttgart
Saison 96; Spieltag 27; Karlsruhe;1;1;1860
Saison 96; Spieltag 27; Rostock;1;0; Uerdingen
Saison 96; Spieltag 27; Fortuna Duesseldorf;2;1; Kaiserslautern
Saison 96; Spieltag 27; Bremen;2;0; Gladbach
Saison 96; Spieltag 27; Bayern;1;1; Pauli
Saison 96; Spieltag 27; Hamburg;0;0; Freiburg
Saison 96; Spieltag 28;1860;2;1; Uerdingen
Saison 96; Spieltag 28; Frankfurt;1;3; Rostock
Saison 96; Spieltag 28; Gladbach;2;1; 1. FC Koeln
Saison 96; Spieltag 28; Pauli;1;2; Bremen
Saison 96; Spieltag 28; Dortmund;1;0; Schalke
Saison 96; Spieltag 28; VfB Stuttgart;0;1; Bayern
Saison 96; Spieltag 28; Kaiserslautern;1;2; Hamburg
Saison 96; Spieltag 28; Freiburg;0;3; Karlsruhe
Saison 96; Spieltag 28; Leverkusen;0;0; Fortuna Duesseldorf
Saison 96; Spieltag 29; Uerdingen;3;1; Freiburg
Saison 96; Spieltag 29; Karlsruhe;0;0; Kaiserslautern
Saison 96; Spieltag 29; Bremen;1;2; VfB Stuttgart
Saison 96; Spieltag 29; Bayern;1;1; Frankfurt
Saison 96; Spieltag 29; Fortuna Duesseldorf;1;2; Dortmund
Saison 96; Spieltag 29; 1. FC Koeln;1;0; Pauli
Saison 96; Spieltag 29; Rostock;0;3;1860
Saison 96; Spieltag 29; Schalke;3;3; Gladbach
Saison 96; Spieltag 29; Hamburg;2;2; Leverkusen
Saison 96; Spieltag 30; Kaiserslautern;3;0; Uerdingen
Saison 96; Spieltag 30; Pauli;2;0; Schalke
Saison 96; Spieltag 30; Dortmund;1;1; Hamburg
Saison 96; Spieltag 30; VfB Stuttgart;0;1; 1. FC Koeln
Saison 96; Spieltag 30; Bayern;0;1; Rostock
Saison 96; Spieltag 30; Freiburg;1;0;1860
Saison 96; Spieltag 30; Frankfurt;1;0; Bremen
Saison 96; Spieltag 30; Leverkusen;1;2; Karlsruhe
Saison 96; Spieltag 30; Gladbach;1;1; Fortuna Duesseldorf
Saison 96; Spieltag 31; Rostock;1;0; Freiburg
Saison 96; Spieltag 31; Uerdingen;3;0; Leverkusen
Saison 96; Spieltag 31; Schalke;2;0; VfB Stuttgart
Saison 96; Spieltag 31; Karlsruhe;5;0; Dortmund
Saison 96; Spieltag 31; 1. FC Koeln;3;0; Frankfurt
Saison 96; Spieltag 31; Hamburg;1;0; Gladbach
Saison 96; Spieltag 31; Fortuna Duesseldorf;2;0; Pauli
Saison 96; Spieltag 31; Bremen;3;2; Bayern
Saison 96; Spieltag 31;1860;1;1; Kaiserslautern
Saison 96; Spieltag 32; Freiburg;0;0; Kaiserslautern
Saison 96; Spieltag 32; Dortmund;5;0; Uerdingen
Saison 96; Spieltag 32; Gladbach;1;2; Karlsruhe
Saison 96; Spieltag 32; Frankfurt;0;3; Schalke
Saison 96; Spieltag 32; VfB Stuttgart;2;3; Fortuna Duesseldorf
Saison 96; Spieltag 32; Rostock;2;1; Bremen
Saison 96; Spieltag 32; Leverkusen;2;1;1860
Saison 96; Spieltag 32; Bayern;3;2; 1. FC Koeln
Saison 96; Spieltag 32; Pauli;1;1; Hamburg
Saison 96; Spieltag 33; Schalke;2;1; Bayern
Saison 96; Spieltag 33; Hamburg;3;0; VfB Stuttgart
Saison 96; Spieltag 33; Karlsruhe;2;2; Pauli
Saison 96; Spieltag 33; Kaiserslautern;2;0; Rostock
Saison 96; Spieltag 33;1860;2;2; Dortmund
Saison 96; Spieltag 33; Uerdingen;0;2; Gladbach
Saison 96; Spieltag 33; Freiburg;2;1; Leverkusen
Saison 96; Spieltag 33; 1. FC Koeln;1;2; Bremen
Saison 96; Spieltag 33; Fortuna Duesseldorf;1;2; Frankfurt
Saison 96; Spieltag 34; Leverkusen;1;1; Kaiserslautern
Saison 96; Spieltag 34; Frankfurt;1;4; Hamburg
Saison 96; Spieltag 34; VfB Stuttgart;3;1; Karlsruhe
Saison 96; Spieltag 34; Dortmund;3;2; Freiburg
Saison 96; Spieltag 34; Bayern;2;2; Fortuna Duesseldorf
Saison 96; Spieltag 34; Pauli;0;2; Uerdingen
Saison 96; Spieltag 34; Bremen;1;2; Schalke
Saison 96; Spieltag 34; Rostock;0;1; 1. FC Koeln
Saison 96; Spieltag 34; Gladbach;0;2;1860
Saison 97; Spieltag 1; Gladbach;0;0; Bielefeld
Saison 97; Spieltag 1; Pauli;1;2; Bayern
Saison 97; Spieltag 1; Freiburg;3;2; Bremen
Saison 97; Spieltag 1;1860;2;1; Hamburg
Saison 97; Spieltag 1; VfB Stuttgart;4;1; Schalke
Saison 97; Spieltag 1; Bochum;1;0; Duisburg
Saison 97; Spieltag 1; Leverkusen;4;2; Dortmund
Saison 97; Spieltag 1; Rostock;2;2; Karlsruhe
Saison 97; Spieltag 1; Fortuna Duesseldorf;0;3; 1. FC Koeln
Saison 97; Spieltag 2; Bremen;1;1; Rostock
Saison 97; Spieltag 2; Bielefeld;1;2; Pauli
Saison 97; Spieltag 2; Hamburg;5;1; Freiburg
Saison 97; Spieltag 2; Schalke;0;0; Gladbach
Saison 97; Spieltag 2; Dortmund;4;0; Fortuna Duesseldorf
Saison 97; Spieltag 2; 1. FC Koeln;1;0;1860
Saison 97; Spieltag 2; Duisburg;1;3; Leverkusen
Saison 97; Spieltag 2; Bayern;1;1; Bochum
Saison 97; Spieltag 2; Karlsruhe;0;2; VfB Stuttgart
Saison 97; Spieltag 3; Rostock;0;1; Hamburg
Saison 97; Spieltag 3; Pauli;4;4; Schalke
Saison 97; Spieltag 3; Freiburg;1;3; 1. FC Koeln
Saison 97; Spieltag 3; Gladbach;1;3; Karlsruhe
Saison 97; Spieltag 3; Bochum;1;1; Bielefeld
Saison 97; Spieltag 3; Leverkusen;0;1; Fortuna Duesseldorf
Saison 97; Spieltag 3;1860;1;3; Dortmund
Saison 97; Spieltag 3; VfB Stuttgart;2;1; Bremen
Saison 97; Spieltag 3; Duisburg;0;4; Bayern
Saison 97; Spieltag 4; Schalke;1;1; Bochum
Saison 97; Spieltag 4; Hamburg;0;4; VfB Stuttgart
Saison 97; Spieltag 4; Bremen;1;0; Gladbach
Saison 97; Spieltag 4; Dortmund;3;1; Freiburg
Saison 97; Spieltag 4; Karlsruhe;4;0; Pauli
Saison 97; Spieltag 4; Bielefeld;1;1; Duisburg
Saison 97; Spieltag 4; 1. FC Koeln;0;2; Rostock
Saison 97; Spieltag 4; Bayern;4;2; Leverkusen
Saison 97; Spieltag 4; Fortuna Duesseldorf;0;0;1860
Saison 97; Spieltag 5; Gladbach;3;0; Hamburg
Saison 97; Spieltag 5; Freiburg;1;2; Fortuna Duesseldorf
Saison 97; Spieltag 5; Leverkusen;3;0;1860
Saison 97; Spieltag 5; Bochum;3;1; Karlsruhe
Saison 97; Spieltag 5; Duisburg;0;1; Schalke
Saison 97; Spieltag 5; Bayern;1;0; Bielefeld
Saison 97; Spieltag 5; Pauli;0;3; Bremen
Saison 97; Spieltag 5; Rostock;0;1; Dortmund
Saison 97; Spieltag 5; VfB Stuttgart;4;0; 1. FC Koeln
Saison 97; Spieltag 6; Bremen;5;1; Bochum
Saison 97; Spieltag 6; Fortuna Duesseldorf;1;1; Rostock
Saison 97; Spieltag 6;1860;4;0; Freiburg
Saison 97; Spieltag 6; 1. FC Koeln;4;0; Gladbach
Saison 97; Spieltag 6; Karlsruhe;1;0; Duisburg
Saison 97; Spieltag 6; Dortmund;1;1; VfB Stuttgart
Saison 97; Spieltag 6; Schalke;1;1; Bayern
Saison 97; Spieltag 6; Bielefeld;0;1; Leverkusen
Saison 97; Spieltag 6; Hamburg;3;0; Pauli
Saison 97; Spieltag 7; Rostock;2;4;1860
Saison 97; Spieltag 7; Duisburg;3;2; Bremen
Saison 97; Spieltag 7; Bochum;3;1; Hamburg
Saison 97; Spieltag 7; Gladbach;5;1; Dortmund
Saison 97; Spieltag 7; VfB Stuttgart;0;2; Fortuna Duesseldorf
Saison 97; Spieltag 7; Pauli;0;0; 1. FC Koeln
Saison 97; Spieltag 7; Bayern;1;0; Karlsruhe
Saison 97; Spieltag 7; Bielefeld;0;1; Schalke
Saison 97; Spieltag 7; Leverkusen;5;3; Freiburg
Saison 97; Spieltag 8; Karlsruhe;5;2; Bielefeld
Saison 97; Spieltag 8; 1. FC Koeln;2;0; Bochum
Saison 97; Spieltag 8; Bremen;3;0; Bayern
Saison 97; Spieltag 8; Fortuna Duesseldorf;1;0; Gladbach
Saison 97; Spieltag 8; Freiburg;1;0; Rostock
Saison 97; Spieltag 8; Hamburg;1;1; Duisburg
Saison 97; Spieltag 8; Schalke;1;2; Leverkusen
Saison 97; Spieltag 8;1860;2;5; VfB Stuttgart
Saison 97; Spieltag 8; Dortmund;2;1; Pauli
Saison 97; Spieltag 9; Bochum;1;0; Dortmund
Saison 97; Spieltag 9; VfB Stuttgart;4;2; Freiburg
Saison 97; Spieltag 9; Leverkusen;4;1; Rostock
Saison 97; Spieltag 9; Schalke;0;1; Karlsruhe
Saison 97; Spieltag 9; Bayern;2;1; Hamburg
Saison 97; Spieltag 9; Gladbach;1;0;1860
Saison 97; Spieltag 9; Bielefeld;3;1; Bremen
Saison 97; Spieltag 9; Pauli;3;0; Fortuna Duesseldorf
Saison 97; Spieltag 9; Duisburg;3;0; 1. FC Koeln
Saison 97; Spieltag 10; Freiburg;1;0; Gladbach
Saison 97; Spieltag 10;1860;4;2; Pauli
Saison 97; Spieltag 10; Rostock;2;2; VfB Stuttgart
Saison 97; Spieltag 10; Dortmund;2;0; Duisburg
Saison 97; Spieltag 10; Karlsruhe;1;1; Leverkusen
Saison 97; Spieltag 10; 1. FC Koeln;2;4; Bayern
Saison 97; Spieltag 10; Bremen;3;0; Schalke
Saison 97; Spieltag 10; Hamburg;2;1; Bielefeld
Saison 97; Spieltag 10; Fortuna Duesseldorf;2;2; Bochum
Saison 97; Spieltag 11; Leverkusen;0;0; VfB Stuttgart
Saison 97; Spieltag 11; Bochum;2;2;1860
Saison 97; Spieltag 11; Schalke;2;0; Hamburg
Saison 97; Spieltag 11; Bielefeld;1;4; 1. FC Koeln
Saison 97; Spieltag 11; Gladbach;2;0; Rostock
Saison 97; Spieltag 11; Pauli;0;0; Freiburg
Saison 97; Spieltag 11; Karlsruhe;1;3; Bremen
Saison 97; Spieltag 11; Duisburg;0;0; Fortuna Duesseldorf
Saison 97; Spieltag 11; Bayern;0;0; Dortmund
Saison 97; Spieltag 12; Rostock;3;1; Pauli
Saison 97; Spieltag 12; Bremen;1;1; Leverkusen
Saison 97; Spieltag 12; VfB Stuttgart;5;0; Gladbach
Saison 97; Spieltag 12;1860;1;1; Duisburg
Saison 97; Spieltag 12; Fortuna Duesseldorf;0;2; Bayern
Saison 97; Spieltag 12; Dortmund;5;0; Bielefeld
Saison 97; Spieltag 12; 1. FC Koeln;3;1; Schalke
Saison 97; Spieltag 12; Hamburg;2;0; Karlsruhe
Saison 97; Spieltag 12; Freiburg;0;1; Bochum
Saison 97; Spieltag 13; Bochum;1;0; Rostock
Saison 97; Spieltag 13; Bayern;1;0;1860
Saison 97; Spieltag 13; Schalke;1;3; Dortmund
Saison 97; Spieltag 13; Leverkusen;3;0; Gladbach
Saison 97; Spieltag 13; Bielefeld;1;0; Fortuna Duesseldorf
Saison 97; Spieltag 13; Duisburg;1;4; Freiburg
Saison 97; Spieltag 13; Bremen;0;0; Hamburg
Saison 97; Spieltag 13; Pauli;2;1; VfB Stuttgart
Saison 97; Spieltag 13; Karlsruhe;1;1; 1. FC Koeln
Saison 97; Spieltag 14; Gladbach;0;0; Pauli
Saison 97; Spieltag 14; 1. FC Koeln;4;1; Bremen
Saison 97; Spieltag 14; Hamburg;0;2; Leverkusen
Saison 97; Spieltag 14; VfB Stuttgart;3;1; Bochum
Saison 97; Spieltag 14; Dortmund;1;1; Karlsruhe
Saison 97; Spieltag 14; Freiburg;0;0; Bayern
Saison 97; Spieltag 14;1860;1;3; Bielefeld
Saison 97; Spieltag 14; Fortuna Duesseldorf;1;3; Schalke
Saison 97; Spieltag 14; Rostock;0;1; Duisburg
Saison 97; Spieltag 15; Karlsruhe;2;0; Fortuna Duesseldorf
Saison 97; Spieltag 15; Bochum;2;0; Gladbach
Saison 97; Spieltag 15; Pauli;3;1; Leverkusen
Saison 97; Spieltag 15; Bielefeld;2;0; Freiburg
Saison 97; Spieltag 15; Bayern;1;1; Rostock
Saison 97; Spieltag 15; Schalke;4;1;1860
Saison 97; Spieltag 15; 1. FC Koeln;2;2; Hamburg
Saison 97; Spieltag 15; Bremen;0;4; Dortmund
Saison 97; Spieltag 15; Duisburg;3;1; VfB Stuttgart
Saison 97; Spieltag 16; Dortmund;1;1; Hamburg
Saison 97; Spieltag 16;1860;1;1; Karlsruhe
Saison 97; Spieltag 16; Freiburg;1;3; Schalke
Saison 97; Spieltag 16; Fortuna Duesseldorf;4;1; Bremen
Saison 97; Spieltag 16; Leverkusen;4;2; 1. FC Koeln
Saison 97; Spieltag 16; Gladbach;0;1; Duisburg
Saison 97; Spieltag 16; Rostock;3;1; Bielefeld
Saison 97; Spieltag 16; VfB Stuttgart;1;1; Bayern
Saison 97; Spieltag 16; Pauli;2;1; Bochum
Saison 97; Spieltag 17; Bremen;1;1;1860
Saison 97; Spieltag 17; Karlsruhe;3;0; Freiburg
Saison 97; Spieltag 17; Bochum;2;2; Leverkusen
Saison 97; Spieltag 17; Schalke;2;0; Rostock
Saison 97; Spieltag 17; Hamburg;2;1; Fortuna Duesseldorf
Saison 97; Spieltag 17; Duisburg;1;0; Pauli
Saison 97; Spieltag 17; 1. FC Koeln;1;3; Dortmund
Saison 97; Spieltag 17; Bayern;1;0; Gladbach
Saison 97; Spieltag 17; Bielefeld;2;0; VfB Stuttgart
Saison 97; Spieltag 18; 1. FC Koeln;2;0; Fortuna Duesseldorf
Saison 97; Spieltag 18; Dortmund;3;1; Leverkusen
Saison 97; Spieltag 18; Schalke;1;0; VfB Stuttgart
Saison 97; Spieltag 18; Duisburg;1;1; Bochum
Saison 97; Spieltag 18; Karlsruhe;1;1; Rostock
Saison 97; Spieltag 18; Bremen;1;0; Freiburg
Saison 97; Spieltag 18; Bayern;3;0; Pauli
Saison 97; Spieltag 18; Hamburg;2;3;1860
Saison 97; Spieltag 18; Bielefeld;0;2; Gladbach
Saison 97; Spieltag 19; Pauli;2;3; Bielefeld
Saison 97; Spieltag 19; Fortuna Duesseldorf;2;0; Dortmund
Saison 97; Spieltag 19; Freiburg;0;4; Hamburg
Saison 97; Spieltag 19;1860;2;1; 1. FC Koeln
Saison 97; Spieltag 19; Gladbach;0;0; Schalke
Saison 97; Spieltag 19; Bochum;1;1; Bayern
Saison 97; Spieltag 19; VfB Stuttgart;1;0; Karlsruhe
Saison 97; Spieltag 19; Leverkusen;1;0; Duisburg
Saison 97; Spieltag 19; Rostock;0;1; Bremen
Saison 97; Spieltag 20; Schalke;0;0; Pauli
Saison 97; Spieltag 20; Bielefeld;3;1; Bochum
Saison 97; Spieltag 20; Fortuna Duesseldorf;0;0; Leverkusen
Saison 97; Spieltag 20; Bayern;5;2; Duisburg
Saison 97; Spieltag 20; Dortmund;4;1;1860
Saison 97; Spieltag 20; 1. FC Koeln;1;0; Freiburg
Saison 97; Spieltag 20; Karlsruhe;1;1; Gladbach
Saison 97; Spieltag 20; Bremen;2;2; VfB Stuttgart
Saison 97; Spieltag 20; Hamburg;1;0; Rostock
Saison 97; Spieltag 21; Rostock;0;0; 1. FC Koeln
Saison 97; Spieltag 21; Bochum;0;1; Schalke
Saison 97; Spieltag 21; Gladbach;4;1; Bremen
Saison 97; Spieltag 21; Freiburg;1;2; Dortmund
Saison 97; Spieltag 21; VfB Stuttgart;4;1; Hamburg
Saison 97; Spieltag 21;1860;3;0; Fortuna Duesseldorf
Saison 97; Spieltag 21; Pauli;2;4; Karlsruhe
Saison 97; Spieltag 21; Duisburg;0;0; Bielefeld
Saison 97; Spieltag 21; Leverkusen;5;2; Bayern
Saison 97; Spieltag 22; Schalke;4;0; Duisburg
Saison 97; Spieltag 22; Karlsruhe;2;3; Bochum
Saison 97; Spieltag 22; Bremen;2;1; Pauli
Saison 97; Spieltag 22; 1. FC Koeln;1;5; VfB Stuttgart
Saison 97; Spieltag 22; Hamburg;1;0; Gladbach
Saison 97; Spieltag 22; Fortuna Duesseldorf;2;1; Freiburg
Saison 97; Spieltag 22; Dortmund;3;0; Rostock
Saison 97; Spieltag 22; Bielefeld;2;0; Bayern
Saison 97; Spieltag 22;1860;3;0; Leverkusen
Saison 97; Spieltag 23; Pauli;2;2; Hamburg
Saison 97; Spieltag 23; Duisburg;2;2; Karlsruhe
Saison 97; Spieltag 23; VfB Stuttgart;4;1; Dortmund
Saison 97; Spieltag 23; Bayern;3;0; Schalke
Saison 97; Spieltag 23; Gladbach;2;1; 1. FC Koeln
Saison 97; Spieltag 23; Leverkusen;1;0; Bielefeld
Saison 97; Spieltag 23; Freiburg;2;2;1860
Saison 97; Spieltag 23; Rostock;3;1; Fortuna Duesseldorf
Saison 97; Spieltag 23; Bochum;3;2; Bremen
Saison 97; Spieltag 24; Bremen;0;2; Duisburg
Saison 97; Spieltag 24; Fortuna Duesseldorf;0;4; VfB Stuttgart
Saison 97; Spieltag 24;1860;2;0; Rostock
Saison 97; Spieltag 24; 1. FC Koeln;0;1; Pauli
Saison 97; Spieltag 24; Freiburg;1;2; Leverkusen
Saison 97; Spieltag 24; Schalke;0;0; Bielefeld
Saison 97; Spieltag 24; Dortmund;1;3; Gladbach
Saison 97; Spieltag 24; Hamburg;1;2; Bochum
Saison 97; Spieltag 24; Karlsruhe;0;2; Bayern
Saison 97; Spieltag 25; Pauli;0;1; Dortmund
Saison 97; Spieltag 25; Bochum;2;2; 1. FC Koeln
Saison 97; Spieltag 25; Duisburg;1;1; Hamburg
Saison 97; Spieltag 25; VfB Stuttgart;1;1;1860
Saison 97; Spieltag 25; Bayern;1;0; Bremen
Saison 97; Spieltag 25; Bielefeld;1;0; Karlsruhe
Saison 97; Spieltag 25; Gladbach;2;0; Fortuna Duesseldorf
Saison 97; Spieltag 25; Rostock;3;1; Freiburg
Saison 97; Spieltag 25; Leverkusen;2;0; Schalke
Saison 97; Spieltag 26;1860;3;0; Gladbach
Saison 97; Spieltag 26; 1. FC Koeln;2;5; Duisburg
Saison 97; Spieltag 26; Hamburg;0;3; Bayern
Saison 97; Spieltag 26; Karlsruhe;0;0; Schalke
Saison 97; Spieltag 26; Dortmund;2;0; Bochum
Saison 97; Spieltag 26; Rostock;1;0; Leverkusen
Saison 97; Spieltag 26; Bremen;2;1; Bielefeld
Saison 97; Spieltag 26; Fortuna Duesseldorf;2;0; Pauli
Saison 97; Spieltag 26; Freiburg;1;1; VfB Stuttgart
Saison 97; Spieltag 27; Leverkusen;3;1; Karlsruhe
Saison 97; Spieltag 27; Bielefeld;1;0; Hamburg
Saison 97; Spieltag 27; Pauli;0;0;1860
Saison 97; Spieltag 27; Gladbach;4;3; Freiburg
Saison 97; Spieltag 27; Bayern;3;2; 1. FC Koeln
Saison 97; Spieltag 27; Duisburg;3;2; Dortmund
Saison 97; Spieltag 27; VfB Stuttgart;5;1; Rostock
Saison 97; Spieltag 27; Schalke;1;1; Bremen
Saison 97; Spieltag 27; Bochum;1;1; Fortuna Duesseldorf
Saison 97; Spieltag 28; Rostock;1;0; Gladbach
Saison 97; Spieltag 28; Fortuna Duesseldorf;1;1; Duisburg
Saison 97; Spieltag 28; Dortmund;1;1; Bayern
Saison 97; Spieltag 28; 1. FC Koeln;2;5; Bielefeld
Saison 97; Spieltag 28; Hamburg;1;0; Schalke
Saison 97; Spieltag 28; Bremen;1;0; Karlsruhe
Saison 97; Spieltag 28; Freiburg;4;0; Pauli
Saison 97; Spieltag 28;1860;0;1; Bochum
Saison 97; Spieltag 28; VfB Stuttgart;1;2; Leverkusen
Saison 97; Spieltag 29; Pauli;0;1; Rostock
Saison 97; Spieltag 29; Leverkusen;2;1; Bremen
Saison 97; Spieltag 29; Duisburg;2;3;1860
Saison 97; Spieltag 29; Bayern;5;0; Fortuna Duesseldorf
Saison 97; Spieltag 29; Schalke;1;1; 1. FC Koeln
Saison 97; Spieltag 29; Karlsruhe;3;1; Hamburg
Saison 97; Spieltag 29; Bochum;3;2; Freiburg
Saison 97; Spieltag 29; Gladbach;0;1; VfB Stuttgart
Saison 97; Spieltag 29; Bielefeld;2;0; Dortmund
Saison 97; Spieltag 30; Fortuna Duesseldorf;1;2; Bielefeld
Saison 97; Spieltag 30; Rostock;0;0; Bochum
Saison 97; Spieltag 30; 1. FC Koeln;4;0; Karlsruhe
Saison 97; Spieltag 30; VfB Stuttgart;3;0; Pauli
Saison 97; Spieltag 30; Freiburg;2;0; Duisburg
Saison 97; Spieltag 30; Gladbach;2;2; Leverkusen
Saison 97; Spieltag 30; Dortmund;1;0; Schalke
Saison 97; Spieltag 30; Hamburg;3;2; Bremen
Saison 97; Spieltag 30;1860;3;3; Bayern
Saison 97; Spieltag 31; Duisburg;0;1; Rostock
Saison 97; Spieltag 31; Bremen;3;2; 1. FC Koeln
Saison 97; Spieltag 31; Schalke;0;1; Fortuna Duesseldorf
Saison 97; Spieltag 31; Bielefeld;2;3;1860
Saison 97; Spieltag 31; Bayern;0;0; Freiburg
Saison 97; Spieltag 31; Bochum;2;1; VfB Stuttgart
Saison 97; Spieltag 31; Karlsruhe;1;1; Dortmund
Saison 97; Spieltag 31; Pauli;1;0; Gladbach
Saison 97; Spieltag 31; Leverkusen;5;0; Hamburg
Saison 97; Spieltag 32; Fortuna Duesseldorf;0;3; Karlsruhe
Saison 97; Spieltag 32; Rostock;0;3; Bayern
Saison 97; Spieltag 32; Hamburg;0;4; 1. FC Koeln
Saison 97; Spieltag 32; Leverkusen;3;0; Pauli
Saison 97; Spieltag 32; Dortmund;2;1; Bremen
Saison 97; Spieltag 32; VfB Stuttgart;0;1; Duisburg
Saison 97; Spieltag 32; Gladbach;6;2; Bochum
Saison 97; Spieltag 32;1860;2;1; Schalke
Saison 97; Spieltag 32; Freiburg;2;1; Bielefeld
Saison 97; Spieltag 33; Bayern;4;2; VfB Stuttgart
Saison 97; Spieltag 33; Karlsruhe;3;0;1860
Saison 97; Spieltag 33; 1. FC Koeln;4;0; Leverkusen
Saison 97; Spieltag 33; Duisburg;4;2; Gladbach
Saison 97; Spieltag 33; Bielefeld;1;3; Rostock
Saison 97; Spieltag 33; Bochum;6;0; Pauli
Saison 97; Spieltag 33; Hamburg;2;1; Dortmund
Saison 97; Spieltag 33; Schalke;0;2; Freiburg
Saison 97; Spieltag 33; Bremen;1;0; Fortuna Duesseldorf
Saison 97; Spieltag 34; Pauli;0;2; Duisburg
Saison 97; Spieltag 34; Dortmund;2;1; 1. FC Koeln
Saison 97; Spieltag 34; Freiburg;1;1; Karlsruhe
Saison 97; Spieltag 34; Gladbach;2;2; Bayern
Saison 97; Spieltag 34; Rostock;0;1; Schalke
Saison 97; Spieltag 34; VfB Stuttgart;4;2; Bielefeld
Saison 97; Spieltag 34; Leverkusen;2;0; Bochum
Saison 97; Spieltag 34; Fortuna Duesseldorf;1;1; Hamburg
Saison 97; Spieltag 34;1860;0;0; Bremen
Saison 98; Spieltag 1; VfB Stuttgart;1;1; 1860 1860
Saison 98; Spieltag 1; Schalke;2;1; Leverkusen
Saison 98; Spieltag 1; Karlsruhe;3;1; Bremen
Saison 98; Spieltag 1; Bayern;0;1; Kaiserslautern
Saison 98; Spieltag 1; Bochum;1;0; Bielefeld
